VFclass	Virulence factors	Related genes	ma102(Prediction)	ma1265(Prediction)	P.aeruginosa PAO1	P.entomophila L48	P.fluorescens Pf-5	P.fluorescens Pf0-1	P.mendocina ymp	P.putida KT2440	P.putida W619	P.stutzeri A1501	P.syringae 1448A	P.syringae pv. syringae B728a
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0080	-	PFL_6084	-	Pmen_2319	PP_4079	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0082	-	PFL_6086	-	Pmen_2321	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0083	-	PFL_6087	-	Pmen_2322	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0084	-	PFL_6088	-	Pmen_2323	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0086	-	-	-	Pmen_2327	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
